MoleculeType,Entrez_ID,UniprotID,Name,Via de Sinalização
Proteins,P17252,P17252,PRKCA,G alpha (q) signalling events
Proteins,P08254,P08254,MMP3,G alpha (q) signalling events
Proteins,Q99075,Q99075,HBEGF,G alpha (q) signalling events
Proteins,P00533,P00533,EGFR,G alpha (q) signalling events
Proteins,Q07889,Q07889,SOS1,G alpha (q) signalling events
Proteins,P62993-1,P62993-1,GRB2,G alpha (q) signalling events
Proteins,P01116-2,P01116-2,KRAS,G alpha (q) signalling events
Proteins,P01111,P01111,NRAS,G alpha (q) signalling events
Proteins,P01116-1,P01116-1,KRAS,G alpha (q) signalling events
Proteins,P01112,P01112,HRAS,G alpha (q) signalling events
Proteins,P51812,P51812,RPS6KA3,G alpha (q) signalling events
Proteins,Q15418,Q15418,RPS6KA1,G alpha (q) signalling events
Proteins,Q15349,Q15349,RPS6KA2,G alpha (q) signalling events
Proteins,P16220-1,P16220-1,CREB1,G alpha (q) signalling events
Proteins,P28482,P28482,MAPK1,G alpha (q) signalling events
Proteins,Q13164,Q13164,MAPK7,G alpha (q) signalling events
Proteins,P27361,P27361,MAPK3,G alpha (q) signalling events
Proteins,P29992,P29992,GNA11,G alpha (q) signalling events
Proteins,P30679,P30679,GNA15,G alpha (q) signalling events
Proteins,P50148,P50148,GNAQ,G alpha (q) signalling events
Proteins,O95837,O95837,GNA14,G alpha (q) signalling events
Proteins,Q06187,Q06187,BTK,G alpha (q) signalling events
Proteins,P62879,P62879,GNB2,G alpha (q) signalling events
Proteins,Q9HAV0,Q9HAV0,GNB4,G alpha (q) signalling events
Proteins,O14775,O14775,GNB5,G alpha (q) signalling events
Proteins,P16520,P16520,GNB3,G alpha (q) signalling events
Proteins,P62873,P62873,GNB1,G alpha (q) signalling events
Proteins,Q9UK08,Q9UK08,GNG8,G alpha (q) signalling events
Proteins,O14610,O14610,GNGT2,G alpha (q) signalling events
Proteins,P63211,P63211,GNGT1,G alpha (q) signalling events
Proteins,O60262,O60262,GNG7,G alpha (q) signalling events
Proteins,Q9P2W3,Q9P2W3,GNG13,G alpha (q) signalling events
Proteins,P63215,P63215,GNG3,G alpha (q) signalling events
Proteins,P50151,P50151,GNG10,G alpha (q) signalling events
Proteins,P61952,P61952,GNG11,G alpha (q) signalling events
Proteins,P50150,P50150,GNG4,G alpha (q) signalling events
Proteins,P63218,P63218,GNG5,G alpha (q) signalling events
Proteins,Q9UBI6,Q9UBI6,GNG12,G alpha (q) signalling events
Proteins,P59768,P59768,GNG2,G alpha (q) signalling events
Proteins,P34947,P34947,GRK5,G alpha (q) signalling events
Proteins,A5PLK6,A5PLK6,RGSL1,G alpha (q) signalling events
Proteins,Q2M5E4,Q2M5E4,RGS21,G alpha (q) signalling events
Proteins,P41220,P41220,RGS2,G alpha (q) signalling events
Proteins,P49796,P49796,RGS3,G alpha (q) signalling events
Proteins,P49795,P49795,RGS19,G alpha (q) signalling events
Proteins,Q9NS28,Q9NS28,RGS18,G alpha (q) signalling events
Proteins,P24723,P24723,PRKCH,G alpha (q) signalling events
Proteins,Q05655,Q05655,PRKCD,G alpha (q) signalling events
Proteins,Q04759,Q04759,PRKCQ,G alpha (q) signalling events
Proteins,Q02156,Q02156,PRKCE,G alpha (q) signalling events
Proteins,Q9Y4D2,Q9Y4D2,DAGLA,G alpha (q) signalling events
Proteins,Q8NCG7,Q8NCG7,DAGLB,G alpha (q) signalling events
Proteins,Q9BV23,Q9BV23,ABHD6,G alpha (q) signalling events
Proteins,Q8N2K0,Q8N2K0,ABHD12,G alpha (q) signalling events
Proteins,Q99685,Q99685,MGLL,G alpha (q) signalling events
Proteins,Q16760,Q16760,DGKD,G alpha (q) signalling events
Proteins,Q5KSL6,Q5KSL6,DGKK,G alpha (q) signalling events
Proteins,O75912,O75912,DGKI,G alpha (q) signalling events
Proteins,P49619,P49619,DGKG,G alpha (q) signalling events
Proteins,P52824,P52824,DGKQ,G alpha (q) signalling events
Proteins,Q86XP1,Q86XP1,DGKH,G alpha (q) signalling events
Proteins,Q13574,Q13574,DGKZ,G alpha (q) signalling events
Proteins,P52429,P52429,DGKE,G alpha (q) signalling events
Proteins,Q9Y6T7,Q9Y6T7,DGKB,G alpha (q) signalling events
Proteins,P23743,P23743,DGKA,G alpha (q) signalling events
Proteins,Q14643,Q14643,ITPR1,G alpha (q) signalling events
Proteins,Q14573,Q14573,ITPR3,G alpha (q) signalling events
Proteins,Q14571,Q14571,ITPR2,G alpha (q) signalling events
Proteins,Q13507,Q13507,TRPC3,G alpha (q) signalling events
Proteins,Q9HCX4,Q9HCX4,TRPC7,G alpha (q) signalling events
Proteins,Q9Y210,Q9Y210,TRPC6,G alpha (q) signalling events
Proteins,Q7LDG7,Q7LDG7,RASGRP2,G alpha (q) signalling events
Proteins,O95267,O95267,RASGRP1,G alpha (q) signalling events
Proteins,Q9Y271,Q9Y271,CYSLTR1,G alpha (q) signalling events
Proteins,Q9NS75,Q9NS75,CYSLTR2,G alpha (q) signalling events
Proteins,P00734,P00734,F2,G alpha (q) signalling events
Proteins,O00254,O00254,F2RL2,G alpha (q) signalling events
Proteins,Q96RI0,Q96RI0,F2RL3,G alpha (q) signalling events
Proteins,P25116,P25116,F2R,G alpha (q) signalling events
Proteins,P55085,P55085,F2RL1,G alpha (q) signalling events
Proteins,P43657,P43657,LPAR6,G alpha (q) signalling events
Proteins,P20382,P20382,PMCH,G alpha (q) signalling events
Proteins,Q969V1,Q969V1,MCHR2,G alpha (q) signalling events
Proteins,Q99705,Q99705,MCHR1,G alpha (q) signalling events
Proteins,O15130,O15130,NPFF,G alpha (q) signalling events
Proteins,Q9GZQ6,Q9GZQ6,NPFFR1,G alpha (q) signalling events
Proteins,Q9Y5X5,Q9Y5X5,NPFFR2,G alpha (q) signalling events
Proteins,P01148,P01148,GNRH1,G alpha (q) signalling events
Proteins,O43555,O43555,GNRH2,G alpha (q) signalling events
Proteins,P30968,P30968,GNRHR,G alpha (q) signalling events
Proteins,P25103,P25103,TACR1,G alpha (q) signalling events
Proteins,P20366,P20366,TAC1,G alpha (q) signalling events
Proteins,P25090,P25090,FPR2,G alpha (q) signalling events
Proteins,P05067,P05067,APP,G alpha (q) signalling events
Proteins,P55773-2,P55773-2,CCL23,G alpha (q) signalling events
Proteins,P0DJI8,P0DJI8,SAA1,G alpha (q) signalling events
Proteins,P04083,P04083,ANXA1,G alpha (q) signalling events
Proteins,Q8IVG9,Q8IVG9,MT-RNR2,G alpha (q) signalling events
Proteins,Q9HB89,Q9HB89,NMUR1,G alpha (q) signalling events
Proteins,Q9GZQ4,Q9GZQ4,NMUR2,G alpha (q) signalling events
Proteins,P48645,P48645,NMU,G alpha (q) signalling events
Proteins,O43612,O43612,HCRT,G alpha (q) signalling events
Proteins,O43614,O43614,HCRTR2,G alpha (q) signalling events
Proteins,P41231,P41231,P2RY2,G alpha (q) signalling events
Proteins,Q15077,Q15077,P2RY6,G alpha (q) signalling events
Proteins,Q5H8A3,Q5H8A3,NMS,G alpha (q) signalling events
Proteins,P05305,P05305,EDN1,G alpha (q) signalling events
Proteins,P14138,P14138,EDN3,G alpha (q) signalling events
Proteins,P20800,P20800,EDN2,G alpha (q) signalling events
Proteins,P25101,P25101,EDNRA,G alpha (q) signalling events
Proteins,P24530,P24530,EDNRB,G alpha (q) signalling events
Proteins,P46093,P46093,GPR4,G alpha (q) signalling events
Proteins,Q8IYL9,Q8IYL9,GPR65,G alpha (q) signalling events
Proteins,Q15743,Q15743,GPR68,G alpha (q) signalling events
Proteins,Q9UNW8,Q9UNW8,GPR132,G alpha (q) signalling events
Proteins,O43613,O43613,HCRTR1,G alpha (q) signalling events
Proteins,P30989,P30989,NTSR1,G alpha (q) signalling events
Proteins,O95665,O95665,NTSR2,G alpha (q) signalling events
Proteins,P30990,P30990,NTS,G alpha (q) signalling events
Proteins,Q8TCW9,Q8TCW9,PROKR1,G alpha (q) signalling events
Proteins,Q8NFJ6,Q8NFJ6,PROKR2,G alpha (q) signalling events
Proteins,Q9HC23,Q9HC23,PROK2,G alpha (q) signalling events
Proteins,P58294,P58294,PROK1,G alpha (q) signalling events
Proteins,P08949,P08949,NMB,G alpha (q) signalling events
Proteins,P07492,P07492,GRP,G alpha (q) signalling events
Proteins,P32247,P32247,BRS3,G alpha (q) signalling events
Proteins,P30550,P30550,GRPR,G alpha (q) signalling events
Proteins,P28336,P28336,NMBR,G alpha (q) signalling events
Proteins,Q9UKP6,Q9UKP6,UTS2R,G alpha (q) signalling events
Proteins,O95399,O95399,UTS2,G alpha (q) signalling events
Proteins,Q765I0,Q765I0,UTS2B,G alpha (q) signalling events
Proteins,P20396,P20396,TRH,G alpha (q) signalling events
Proteins,P34981,P34981,TRHR,G alpha (q) signalling events
Proteins,Q9NPC1,Q9NPC1,LTB4R2,G alpha (q) signalling events
Proteins,Q15722,Q15722,LTB4R,G alpha (q) signalling events
Proteins,P46663,P46663,BDKRB1,G alpha (q) signalling events
Proteins,P30411,P30411,BDKRB2,G alpha (q) signalling events
Proteins,P01042,P01042,KNG1,G alpha (q) signalling events
Proteins,Q92847,Q92847,GHSR,G alpha (q) signalling events
Proteins,Q9UBU3-1,Q9UBU3-1,GHRL,G alpha (q) signalling events
Proteins,P32238,P32238,CCKAR,G alpha (q) signalling events
Proteins,P06307,P06307,CCK,G alpha (q) signalling events
Proteins,P0C0P6,P0C0P6,NPS,G alpha (q) signalling events
Proteins,Q6W5P4,Q6W5P4,NPSR1,G alpha (q) signalling events
Proteins,Q96G91,Q96G91,P2RY11,G alpha (q) signalling events
Proteins,P01275,P01275,GCG,G alpha (q) signalling events
Proteins,P47871,P47871,GCGR,G alpha (q) signalling events
Proteins,O43193,O43193,MLNR,G alpha (q) signalling events
Proteins,P12872,P12872,MLN,G alpha (q) signalling events
Proteins,O14842,O14842,FFAR1,G alpha (q) signalling events
Proteins,P25105,P25105,PTAFR,G alpha (q) signalling events
Proteins,P28335,P28335,HTR2C,G alpha (q) signalling events
Proteins,P41595,P41595,HTR2B,G alpha (q) signalling events
Proteins,P28223,P28223,HTR2A,G alpha (q) signalling events
Proteins,Q9UBY5,Q9UBY5,LPAR3,G alpha (q) signalling events
Proteins,Q9HBW0,Q9HBW0,LPAR2,G alpha (q) signalling events
Proteins,Q9H1C0,Q9H1C0,LPAR5,G alpha (q) signalling events
Proteins,Q92633,Q92633,LPAR1,G alpha (q) signalling events
Proteins,Q15726,Q15726,KISS1,G alpha (q) signalling events
Proteins,Q969F8,Q969F8,KISS1R,G alpha (q) signalling events
Proteins,P83859,P83859,QRFP,G alpha (q) signalling events
Proteins,Q96P65,Q96P65,QRFPR,G alpha (q) signalling events
Proteins,O43194,O43194,GPR39,G alpha (q) signalling events
Proteins,Q5NUL3,Q5NUL3,FFAR4,G alpha (q) signalling events
Proteins,O14843,O14843,FFAR3,G alpha (q) signalling events
Proteins,P37288,P37288,AVPR1A,G alpha (q) signalling events
Proteins,P47901,P47901,AVPR1B,G alpha (q) signalling events
Proteins,P01185,P01185,AVP,G alpha (q) signalling events
Proteins,P11229,P11229,CHRM1,G alpha (q) signalling events
Proteins,P08912,P08912,CHRM5,G alpha (q) signalling events
Proteins,P20309,P20309,CHRM3,G alpha (q) signalling events
Proteins,Q96P88,Q96P88,GNRHR2,G alpha (q) signalling events
Proteins,P30559,P30559,OXTR,G alpha (q) signalling events
Proteins,P01178,P01178,OXT,G alpha (q) signalling events
Proteins,Q9UHF0,Q9UHF0,TAC3,G alpha (q) signalling events
Proteins,P29371,P29371,TACR3,G alpha (q) signalling events
Proteins,O15552,O15552,FFAR2,G alpha (q) signalling events
Proteins,Q13304,Q13304,GPR17,G alpha (q) signalling events
Proteins,Q13255,Q13255,GRM1,G alpha (q) signalling events
Proteins,P41594,P41594,GRM5,G alpha (q) signalling events
Proteins,P47900,P47900,P2RY1,G alpha (q) signalling events
Proteins,Q9UHM6,Q9UHM6,OPN4,G alpha (q) signalling events
Proteins,P41180,P41180,CASR,G alpha (q) signalling events
Proteins,P35367,P35367,HRH1,G alpha (q) signalling events
Proteins,Q99677,Q99677,LPAR4,G alpha (q) signalling events
Proteins,P51810,P51810,GPR143,G alpha (q) signalling events
Proteins,O00398,O00398,P2RY10,G alpha (q) signalling events
Proteins,P46094,P46094,XCR1,G alpha (q) signalling events
Proteins,Q9UBD3,Q9UBD3,XCL2,G alpha (q) signalling events
Proteins,P47992,P47992,XCL1,G alpha (q) signalling events
Proteins,P35368,P35368,ADRA1B,G alpha (q) signalling events
Proteins,P35348,P35348,ADRA1A,G alpha (q) signalling events
Proteins,P25100,P25100,ADRA1D,G alpha (q) signalling events
Proteins,P21731,P21731,TBXA2R,G alpha (q) signalling events
Proteins,P21452,P21452,TACR2,G alpha (q) signalling events
Proteins,Q5T6X5,Q5T6X5,GPRC6A,G alpha (q) signalling events
Proteins,P34995,P34995,PTGER1,G alpha (q) signalling events
Proteins,P30556,P30556,AGTR1,G alpha (q) signalling events
Proteins,P01019,P01019,AGT,G alpha (q) signalling events
Proteins,P43088,P43088,PTGFR,G alpha (q) signalling events
Proteins,O75962,O75962,TRIO,G alpha (q) signalling events
Proteins,Q86VW2,Q86VW2,ARHGEF25,G alpha (q) signalling events
Proteins,O60229,O60229,KALRN,G alpha (q) signalling events
Proteins,Q15147,Q15147,PLCB4,G alpha (q) signalling events
Proteins,Q01970,Q01970,PLCB3,G alpha (q) signalling events
Proteins,Q9NQ66,Q9NQ66,PLCB1,G alpha (q) signalling events
Proteins,Q00722,Q00722,PLCB2,G alpha (q) signalling events
Proteins,Q08116,Q08116,RGS1,G alpha (q) signalling events
Proteins,P49798,P49798,RGS4,G alpha (q) signalling events
Proteins,O15539,O15539,RGS5,G alpha (q) signalling events
Proteins,O14921,O14921,RGS13,G alpha (q) signalling events
Proteins,O15492,O15492,RGS16,G alpha (q) signalling events
Proteins,Q9UGC6,Q9UGC6,RGS17,G alpha (q) signalling events
Proteins,P25098,P25098,GRK2,G alpha (q) signalling events
Proteins,P42336,P42336,PIK3CA,G alpha (q) signalling events
Proteins,Q92569,Q92569,PIK3R3,G alpha (q) signalling events
Proteins,O00459,O00459,PIK3R2,G alpha (q) signalling events
Proteins,P27986,P27986,PIK3R1,G alpha (q) signalling events
Proteins,Q92731,Q92731,ESR2,ESR-mediated signaling
Proteins,P03372,P03372,ESR1,ESR-mediated signaling
Proteins,P08238,P08238,HSP90AB1,ESR-mediated signaling
Proteins,P07900,P07900,HSP90AA1,ESR-mediated signaling
Proteins,Q15185,Q15185,PTGES3,ESR-mediated signaling
Proteins,Q02790,Q02790,FKBP4,ESR-mediated signaling
Proteins,P53041,P53041,PPP5C,ESR-mediated signaling
Proteins,Q13451,Q13451,FKBP5,ESR-mediated signaling
Proteins,Q08752,Q08752,PPID,ESR-mediated signaling
Proteins,O43815,O43815,STRN,ESR-mediated signaling
Proteins,P03372-4,P03372-4,ESR1,ESR-mediated signaling
Proteins,P03372-3,P03372-3,ESR1,ESR-mediated signaling
Proteins,P51636,P51636,CAV2,ESR-mediated signaling
Proteins,Q03135,Q03135,CAV1,ESR-mediated signaling
Proteins,P31751,P31751,AKT2,ESR-mediated signaling
Proteins,Q9Y243,Q9Y243,AKT3,ESR-mediated signaling
Proteins,P31749,P31749,AKT1,ESR-mediated signaling
Proteins,P16220-1,P16220-1,CREB1,ESR-mediated signaling
Proteins,P11831,P11831,SRF,ESR-mediated signaling
Proteins,P19419,P19419,ELK1,ESR-mediated signaling
Proteins,Q8TAS1,Q8TAS1,UHMK1,ESR-mediated signaling
Proteins,P46527,P46527,CDKN1B,ESR-mediated signaling
Proteins,P28482,P28482,MAPK1,ESR-mediated signaling
Proteins,P27361,P27361,MAPK3,ESR-mediated signaling
Proteins,P24385,P24385,CCND1,ESR-mediated signaling
Proteins,P01100,P01100,FOS,ESR-mediated signaling
Proteins,Q05397,Q05397,PTK2,ESR-mediated signaling
Proteins,Q99075,Q99075,HBEGF,ESR-mediated signaling
Proteins,O14944,O14944,EREG,ESR-mediated signaling
Proteins,P01133,P01133,EGF,ESR-mediated signaling
Proteins,P01135,P01135,TGFA,ESR-mediated signaling
Proteins,Q6UW88,Q6UW88,EPGN,ESR-mediated signaling
Proteins,P35070,P35070,BTC,ESR-mediated signaling
Proteins,P15514,P15514,AREG,ESR-mediated signaling
Proteins,P00533,P00533,EGFR,ESR-mediated signaling
Proteins,O14980,O14980,XPO1,ESR-mediated signaling
Proteins,O43524,O43524,FOXO3,ESR-mediated signaling
Proteins,P10415,P10415,BCL2,ESR-mediated signaling
Proteins,Q9NXF8,Q9NXF8,ZDHHC7,ESR-mediated signaling
Proteins,Q8IVQ6,Q8IVQ6,ZDHHC21,ESR-mediated signaling
Proteins,P04792,P04792,HSPB1,ESR-mediated signaling
Proteins,P01116-2,P01116-2,KRAS,ESR-mediated signaling
Proteins,P01111,P01111,NRAS,ESR-mediated signaling
Proteins,P01116-1,P01116-1,KRAS,ESR-mediated signaling
Proteins,P01112,P01112,HRAS,ESR-mediated signaling
Proteins,Q05513,Q05513,PRKCZ,ESR-mediated signaling
Proteins,O15530,O15530,PDPK1,ESR-mediated signaling
Proteins,P12931,P12931,SRC,ESR-mediated signaling
Proteins,P42336,P42336,PIK3CA,ESR-mediated signaling
Proteins,Q92569,Q92569,PIK3R3,ESR-mediated signaling
Proteins,O00459,O00459,PIK3R2,ESR-mediated signaling
Proteins,P27986,P27986,PIK3R1,ESR-mediated signaling
Proteins,P62879,P62879,GNB2,ESR-mediated signaling
Proteins,Q9HAV0,Q9HAV0,GNB4,ESR-mediated signaling
Proteins,O14775,O14775,GNB5,ESR-mediated signaling
Proteins,P16520,P16520,GNB3,ESR-mediated signaling
Proteins,P62873,P62873,GNB1,ESR-mediated signaling
Proteins,Q9UK08,Q9UK08,GNG8,ESR-mediated signaling
Proteins,O14610,O14610,GNGT2,ESR-mediated signaling
Proteins,P63211,P63211,GNGT1,ESR-mediated signaling
Proteins,O60262,O60262,GNG7,ESR-mediated signaling
Proteins,Q9P2W3,Q9P2W3,GNG13,ESR-mediated signaling
Proteins,P63215,P63215,GNG3,ESR-mediated signaling
Proteins,P50151,P50151,GNG10,ESR-mediated signaling
Proteins,P61952,P61952,GNG11,ESR-mediated signaling
Proteins,P50150,P50150,GNG4,ESR-mediated signaling
Proteins,P63218,P63218,GNG5,ESR-mediated signaling
Proteins,Q9UBI6,Q9UBI6,GNG12,ESR-mediated signaling
Proteins,P59768,P59768,GNG2,ESR-mediated signaling
Proteins,P08754,P08754,GNAI3,ESR-mediated signaling
Proteins,P63096,P63096,GNAI1,ESR-mediated signaling
Proteins,P04899,P04899,GNAI2,ESR-mediated signaling
Proteins,A8MTJ3,A8MTJ3,GNAT3,ESR-mediated signaling
Proteins,P0DP23,P0DP23,CALM1,ESR-mediated signaling
Proteins,P29474,P29474,NOS3,ESR-mediated signaling
Proteins,P08069,P08069,IGF1R,ESR-mediated signaling
Proteins,P29353-2,P29353-2,SHC1,ESR-mediated signaling
Proteins,P29353-1,P29353-1,SHC1,ESR-mediated signaling
Proteins,P29353-3,P29353-3,SHC1,ESR-mediated signaling
Proteins,Q99500,Q99500,S1PR3,ESR-mediated signaling
Proteins,Q9NYA1,Q9NYA1,SPHK1,ESR-mediated signaling
Proteins,Q99873,Q99873,PRMT1,ESR-mediated signaling
Proteins,P08253,P08253,MMP2,ESR-mediated signaling
Proteins,P14780,P14780,MMP9,ESR-mediated signaling
Proteins,P09237,P09237,MMP7,ESR-mediated signaling
Proteins,P08254,P08254,MMP3,ESR-mediated signaling
Proteins,Q4ZG55,Q4ZG55,GREB1,ESR-mediated signaling
Proteins,Q09472,Q09472,EP300,ESR-mediated signaling
Proteins,Q92793,Q92793,CREBBP,ESR-mediated signaling
Proteins,Q99879,Q99879,H2BC14,ESR-mediated signaling
Proteins,Q96A08,Q96A08,H2BC1,ESR-mediated signaling
Proteins,P58876,P58876,H2BC5,ESR-mediated signaling
Proteins,Q93079,Q93079,H2BC9,ESR-mediated signaling
Proteins,Q16778,Q16778,H2BC21,ESR-mediated signaling
Proteins,P23527,P23527,H2BC17,ESR-mediated signaling
Proteins,P57053,P57053,H2BC12L,ESR-mediated signaling
Proteins,Q99877,Q99877,H2BC15,ESR-mediated signaling
Proteins,P62807,P62807,H2BC4,ESR-mediated signaling
Proteins,P06899,P06899,H2BC11,ESR-mediated signaling
Proteins,P33778,P33778,H2BC3,ESR-mediated signaling
Proteins,O60814,O60814,H2BC12,ESR-mediated signaling
Proteins,Q99880,Q99880,H2BC13,ESR-mediated signaling
Proteins,Q8N257,Q8N257,H2BC26,ESR-mediated signaling
Proteins,Q93077,Q93077,H2AC6,ESR-mediated signaling
Proteins,P84243,P84243,H3-3A,ESR-mediated signaling
Proteins,P68431,P68431,H3C1,ESR-mediated signaling
Proteins,Q71DI3,Q71DI3,H3C15,ESR-mediated signaling
Proteins,P62805,P62805,H4C1,ESR-mediated signaling
Proteins,P06401,P06401,PGR,ESR-mediated signaling
Proteins,Q15303-1,Q15303-1,ERBB4,ESR-mediated signaling
Proteins,Q15303-3,Q15303-3,ERBB4,ESR-mediated signaling
Proteins,P15336,P15336,ATF2,ESR-mediated signaling
Proteins,P05412,P05412,JUN,ESR-mediated signaling
Proteins,P55317,P55317,FOXA1,ESR-mediated signaling
Proteins,P0C5Y9,P0C5Y9,H2AB1,ESR-mediated signaling
Proteins,Q71UI9,Q71UI9,H2AZ2,ESR-mediated signaling
Proteins,P20671,P20671,H2AC7,ESR-mediated signaling
Proteins,P16104,P16104,H2AX,ESR-mediated signaling
Proteins,Q9BTM1,Q9BTM1,H2AJ,ESR-mediated signaling
Proteins,Q16777,Q16777,H2AC20,ESR-mediated signaling
Proteins,P04908,P04908,H2AC4,ESR-mediated signaling
Proteins,Q6FI13,Q6FI13,H2AC18,ESR-mediated signaling
Proteins,Q99878,Q99878,H2AC14,ESR-mediated signaling
Proteins,P23771,P23771,GATA3,ESR-mediated signaling
Proteins,P14859,P14859,POU2F1,ESR-mediated signaling
Proteins,P22415,P22415,USF1,ESR-mediated signaling
Proteins,Q15853,Q15853,USF2,ESR-mediated signaling
Proteins,P08047,P08047,SP1,ESR-mediated signaling
Proteins,Q15788,Q15788,NCOA1,ESR-mediated signaling
Proteins,Q15596,Q15596,NCOA2,ESR-mediated signaling
Proteins,Q9Y6Q9,Q9Y6Q9,NCOA3,ESR-mediated signaling
Proteins,Q15648,Q15648,MED1,ESR-mediated signaling
Proteins,O75362,O75362,ZNF217,ESR-mediated signaling
Proteins,O00482,O00482,NR5A2,ESR-mediated signaling
Proteins,O15169,O15169,AXIN1,ESR-mediated signaling
Proteins,Q13951,Q13951,CBFB,ESR-mediated signaling
Proteins,Q01196,Q01196,RUNX1,ESR-mediated signaling
Proteins,O94953,O94953,KDM4B,ESR-mediated signaling
Proteins,Q9UL18,Q9UL18,AGO1,ESR-mediated signaling
Proteins,Q9HCK5,Q9HCK5,AGO4,ESR-mediated signaling
Proteins,Q9H9G7,Q9H9G7,AGO3,ESR-mediated signaling
Proteins,Q8NDV7,Q8NDV7,TNRC6A,ESR-mediated signaling
Proteins,Q9UPQ9,Q9UPQ9,TNRC6B,ESR-mediated signaling
Proteins,Q9HCJ0,Q9HCJ0,TNRC6C,ESR-mediated signaling
Proteins,Q9HCE1,Q9HCE1,MOV10,ESR-mediated signaling
Proteins,Q9UKV8,Q9UKV8,AGO2,ESR-mediated signaling
Proteins,P48061,P48061,CXCL12,ESR-mediated signaling
Proteins,P48552,P48552,NRIP1,ESR-mediated signaling
Proteins,Q04726,Q04726,TLE3,ESR-mediated signaling
Proteins,Q7LFL8,Q7LFL8,CXXC5,ESR-mediated signaling
Proteins,Q14678,Q14678,KANK1,ESR-mediated signaling
Proteins,P19388,P19388,POLR2E,ESR-mediated signaling
Proteins,P62875,P62875,POLR2L,ESR-mediated signaling
Proteins,P61218,P61218,POLR2F,ESR-mediated signaling
Proteins,P52434,P52434,POLR2H,ESR-mediated signaling
Proteins,P36954,P36954,POLR2I,ESR-mediated signaling
Proteins,P52435,P52435,POLR2J,ESR-mediated signaling
Proteins,P24928,P24928,POLR2A,ESR-mediated signaling
Proteins,P30876,P30876,POLR2B,ESR-mediated signaling
Proteins,P53803,P53803,POLR2K,ESR-mediated signaling
Proteins,P19387,P19387,POLR2C,ESR-mediated signaling
Proteins,O15514,O15514,POLR2D,ESR-mediated signaling
Proteins,P62487,P62487,POLR2G,ESR-mediated signaling
Proteins,P35269,P35269,GTF2F1,ESR-mediated signaling
Proteins,P13984,P13984,GTF2F2,ESR-mediated signaling
Proteins,P50750,P50750,CDK9,ESR-mediated signaling
Proteins,O60563,O60563,CCNT1,ESR-mediated signaling
Proteins,O14646,O14646,CHD1,ESR-mediated signaling
Proteins,Q8NC69,Q8NC69,KCTD6,ESR-mediated signaling
Proteins,Q9HCL2,Q9HCL2,GPAM,ESR-mediated signaling
Proteins,Q99966,Q99966,CITED1,ESR-mediated signaling
Proteins,P25490,P25490,YY1,ESR-mediated signaling
Proteins,Q13547,Q13547,HDAC1,ESR-mediated signaling
Proteins,O60341,O60341,KDM1A,ESR-mediated signaling
Proteins,P53539,P53539,FOSB,ESR-mediated signaling
Proteins,P17535,P17535,JUND,ESR-mediated signaling
Proteins,O60216,O60216,RAD21,ESR-mediated signaling
Proteins,Q14683,Q14683,SMC1A,ESR-mediated signaling
Proteins,Q9UQE7,Q9UQE7,SMC3,ESR-mediated signaling
Proteins,Q8N3U4,Q8N3U4,STAG2,ESR-mediated signaling
Proteins,Q8WVM7,Q8WVM7,STAG1,ESR-mediated signaling
Proteins,P01106,P01106,MYC,ESR-mediated signaling
Proteins,P10242,P10242,MYB,ESR-mediated signaling
Proteins,P17844,P17844,DDX5,ESR-mediated signaling
Proteins,Q07654,Q07654,TFF3,ESR-mediated signaling
Proteins,O00559,O00559,EBAG9,ESR-mediated signaling
Proteins,P52292,P52292,KPNA2,ESR-mediated signaling
Proteins,P07339,P07339,CTSD,ESR-mediated signaling
Proteins,P20226,P20226,TBP,ESR-mediated signaling
Proteins,P52655,P52655,GTF2A1,ESR-mediated signaling
Proteins,P52657,P52657,GTF2A2,ESR-mediated signaling
Proteins,P04155,P04155,TFF1,ESR-mediated signaling
Proteins,Q86X55,Q86X55,CARM1,ESR-mediated signaling
Proteins,Q92993,Q92993,KAT5,ESR-mediated signaling
Proteins,Q92831,Q92831,KAT2B,ESR-mediated signaling
